society_name,price,location,area
Geras Joy on the Treetops,₹75.2 Lac ,"2 BHK Apartment for Sale in Geras Joy on the Treetops, Phase 3 Hinjewadi Rajiv Gandhi Infotech Park Pune",Carpet Area753 sqftUnder ConstructionPoss. by Dec '28TransactionNew PropertyFurnishingUnfurnishedSocietyGeras Joy on the TreetopsBathroom2Balcony2
Godrej Evergreen Square,₹87.6 Lac ,"2 BHK Apartment for Sale in Godrej Evergreen Square, Phase 3 Hinjewadi Rajiv Gandhi Infotech Park Pune",Carpet Area701 sqftUnder ConstructionPoss. by Dec '28TransactionNew PropertyFurnishingUnfurnishedSocietyGodrej Evergreen SquareBathroom2Balcony2
32 Pinewood Drive,₹67.6 Lac ,"2 BHK Apartment for Sale in 32 Pinewood Drive, Hinjawadi Pune",Carpet Area710 sqftTransactionNew PropertyFurnishingUnfurnishedSociety32 Pinewood DriveBathroom2Balcony1
Pride Park Titan,₹94.3 Lac ,"2 BHK Apartment for Sale in Pride Park Titan, Marunji, Hinjawadi Pune",Carpet Area789 sqftUnder ConstructionPoss. by Mar '28TransactionNew PropertyFurnishingUnfurnishedSocietyPride Park TitanBathroom2Balcony1
Rama Fusion Towers,₹60.8 Lac ,"2 BHK Apartment for Sale in Rama Fusion Towers, Hinjawadi Pune",Carpet Area668 sqftUnder ConstructionPoss. by Dec '26TransactionNew PropertyFurnishingUnfurnishedSocietyRama Fusion TowersBathroom2Balcony2
Lodha Panache,₹1.62 Cr ,"3 BHK Apartment for Sale in Lodha Panache, Hinjawadi Pune",Carpet Area1088 sqftTransactionNew PropertyFurnishingUnfurnishedSocietyLodha PanacheBathroom3Balcony2
Godrej Evergreen Square,₹1.37 Cr ,"3 BHK Apartment for Sale in Godrej Evergreen Square, Phase 3 Hinjewadi Rajiv Gandhi Infotech Park Pune",Carpet Area1074 sqftUnder ConstructionPoss. by Dec '28TransactionNew PropertyFurnishingUnfurnishedSocietyGodrej Evergreen SquareBathroom3Balcony2
VTP MONARQUE,₹1.66 Cr ,"3 BHK Apartment for Sale in VTP MONARQUE, Hinjawadi Pune",Carpet Area1490 sqftTransactionNew PropertyFurnishingUnfurnishedSocietyVTP MONARQUEBathroom3Balcony2
Rising High iBZ Hinjewadi ,₹1.30 Cr ,"  Office Space for Sale in Rising High iBZ Hinjewadi , Phase 2 Hinjewadi Rajiv Gandhi Infotech Park Pune",Carpet Area1016 sqftUnder ConstructionPoss. by Dec '29TransactionNew PropertyBathroom1
Kolte Patil Life Republic Sector R22 Avenue Atmos,₹95.6 Lac ,"3 BHK Apartment for Sale in Kolte Patil Life Republic Sector R22 Avenue Atmos, Hinjawadi Pune",Carpet Area1014 sqftUnder ConstructionPoss. by Oct '27TransactionNew PropertyFurnishingUnfurnishedSocietyKolte Patil Life Republic Sector R22 Avenue AtmosBathroom3Balcony2
,₹82.8 Lac ,"1 BHK Apartment for Sale in The Aqua Retreat at Godrej Park World, Hinjawadi Pune",Carpet Area588 sqftUnder ConstructionPoss. by Sep '30TransactionNew PropertyFurnishingUnfurnishedSocietyThe Aqua Retreat at Godrej Park WorldCar Parking1 CoveredBathroom1
,₹1.49 Cr ,"3 BHK Apartment for Sale in The Greenfront at Godrej Park World, Phase 1 Hinjewadi Rajiv Gandhi Infotech Park Pune",Carpet Area1082 sqftUnder ConstructionPoss. by Dec '29TransactionNew PropertyFurnishingUnfurnishedSocietyThe Greenfront at Godrej Park WorldCar Parking1 CoveredBathroom3
,₹3.21 Cr ,"4 BHK Apartment for Sale in Lodha Magnus, Hinjawadi Pune",Carpet Area1942 sqftUnder ConstructionPoss. by Jul '27TransactionNew PropertyFurnishingUnfurnishedSocietyLodha MagnusBathroom4
,₹74 Lac ,"2 BHK Apartment for Sale in VTP Volare, Hinjawadi Pune","Carpet Area621 sqftUnder ConstructionPoss. by Dec '29Floor17 out of 29TransactionNew PropertyFurnishingUnfurnishedfacingEastoverlookingGarden/Park, PoolSocietyVTP VolareCar Parking1 CoveredBathroom2Balcony1"
Kolte Patil Life Republic,₹1.04 Cr ,"3 BHK Apartment for Sale in Kolte Patil Life Republic, Hinjawadi Pune",Carpet Area1006 sqftStatusReady to MoveFloor6 out of 22TransactionNew PropertyFurnishingSemi-FurnishedfacingWestoverlookingMain RoadSocietyKolte Patil Life RepublicOwnershipFreeholdBathroom3Balcony3
PGM Zenistry,₹1.09 Cr ,"2 BHK Apartment for Sale in PGM Zenistry, Baner Pune",Carpet Area796 sqftUnder ConstructionPoss. by Dec '28TransactionNew PropertyFurnishingUnfurnishedSocietyPGM ZenistryBathroom2Balcony3
Merlin Ventana,₹1.71 Cr ,"3 BHK Apartment for Sale in Merlin Ventana, Baner Pune",Carpet Area1135 sqftUnder ConstructionPoss. by Dec '28TransactionNew PropertyFurnishingUnfurnishedSocietyMerlin VentanaBathroom3Balcony1
Nyati Emerald,₹1.75 Cr ,"3 BHK Apartment for Sale in Nyati Emerald, Baner Pune",Carpet Area1213 sqftUnder ConstructionPoss. by May '27TransactionNew PropertyFurnishingUnfurnishedSocietyNyati EmeraldBathroom3Balcony2
Lodha Massimo,₹7.84 Cr ,"5 BHK Apartment for Sale in Lodha Massimo, Baner Pune",Carpet Area3673 sqftUnder ConstructionPoss. by Jun '29TransactionNew PropertyFurnishingUnfurnishedSocietyLodha MassimoBathroom5Balcony5
Nyati Emerald,₹1.75 Cr ,"3 BHK Apartment for Sale in Nyati Emerald, Baner Pune",Carpet Area1213 sqftUnder ConstructionPoss. by May '27TransactionNew PropertyFurnishingUnfurnishedSocietyNyati EmeraldBathroom3Balcony2
Yashada Business Zone,₹2.76 Cr ,"  Office Space for Sale in Yashada Business Zone, Baner Pune",Carpet Area1197 sqftUnder ConstructionPoss. by Dec '26TransactionNew PropertyBathroom1
Merlin Ventana,₹1.74 Cr ,"3 BHK Apartment for Sale in Merlin Ventana, Baner Pune",Carpet Area1158 sqftUnder ConstructionPoss. by Dec '27TransactionNew PropertyFurnishingUnfurnishedSocietyMerlin VentanaBathroom3Balcony1
Kumar Parth Towers,₹1.48 Cr ,"3 BHK Apartment for Sale in Kumar Parth Towers, Baner Pune",Carpet Area1090 sqftUnder ConstructionPoss. by Dec '26TransactionNew PropertyFurnishingUnfurnishedSocietyKumar Parth TowersBathroom3Balcony2
Kolte Patil 24K Altura,₹2.66 Cr ,"3 BHK Apartment for Sale in Kolte Patil 24K Altura, Baner Pune",Carpet Area1371 sqftUnder ConstructionPoss. by Mar '28TransactionNew PropertyFurnishingUnfurnishedSocietyKolte Patil 24K AlturaBathroom3Balcony2
Jhamtani SpaceBiz,₹19.13 Cr ,"  Office Space for Sale in Jhamtani SpaceBiz, Baner Pune",Carpet Area7740 sqftTransactionNew Property
Avenue Promenade,₹4.55 Cr ,"  Office Space for Sale in Avenue Promenade, Baner Pune",Carpet Area2130 sqftUnder ConstructionPoss. by Dec '27TransactionNew PropertyBathroom1
Star Elements,₹4 Cr ,"4 BHK Apartment for Sale in Star Elements, Baner Pune",Carpet Area2050 sqftUnder ConstructionPoss. by Dec '29TransactionNew PropertyFurnishingUnfurnishedSocietyStar ElementsBathroom4Balcony3
Kolte Patil 24k Sereno,₹3.21 Cr ,"3 BHK Apartment for Sale in Kolte Patil 24k Sereno, Baner Pune",Carpet Area1674 sqftUnder ConstructionPoss. by Dec '29TransactionNew PropertyFurnishingUnfurnishedSocietyKolte Patil 24k SerenoBathroom3Balcony3
Kolte Patil 24K Altura,₹3.35 Cr ,"4 BHK Apartment for Sale in Kolte Patil 24K Altura, Baner Pune",Carpet Area1725 sqftUnder ConstructionPoss. by Mar '28TransactionNew PropertyFurnishingUnfurnishedSocietyKolte Patil 24K AlturaBathroom4Balcony2
Nyati Emerald,₹1.75 Cr ,"3 BHK Apartment for Sale in Nyati Emerald, Baner Pune",Carpet Area1213 sqftUnder ConstructionPoss. by May '27TransactionNew PropertyFurnishingUnfurnishedSocietyNyati EmeraldBathroom3Balcony2
Lodha Massimo,₹3.79 Cr ,"3 BHK Apartment for Sale in Lodha Massimo, Baner Pune",Carpet Area1776 sqftUnder ConstructionPoss. by Jun '29TransactionNew PropertyFurnishingUnfurnishedSocietyLodha MassimoBathroom3Balcony2
Lodha Massimo,₹7.84 Cr ,"5 BHK Apartment for Sale in Lodha Massimo, Baner Pune",Carpet Area3673 sqftUnder ConstructionPoss. by Jun '29TransactionNew PropertyFurnishingUnfurnishedSocietyLodha MassimoBathroom5Balcony5
Kalpataru Jade Skyline,₹1.92 Cr ,"3 BHK Apartment for Sale in Kalpataru Jade Skyline, Baner Pune",Carpet Area1189 sqftStatusReady to MoveTransactionNew PropertyFurnishingUnfurnishedSocietyKalpataru Jade SkylineBathroom3Balcony3
Kumar Parth Towers,₹1.05 Cr ,"2 BHK Apartment for Sale in Kumar Parth Towers, Baner Pune",Carpet Area774 sqftUnder ConstructionPoss. by Dec '26TransactionNew PropertyFurnishingUnfurnishedSocietyKumar Parth TowersBathroom2Balcony1
ANP Privado,₹7.50 Cr ,"4 BHK Apartment for Sale in ANP Privado, Baner Pune",Carpet Area3000 sqftUnder ConstructionPoss. by Sep '31TransactionNew PropertyFurnishingUnfurnishedSocietyANP PrivadoBathroom4Balcony2
Nyati Emerald,₹1.20 Cr ,"2 BHK Apartment for Sale in Nyati Emerald, Baner Pune",Carpet Area838 sqftUnder ConstructionPoss. by May '27TransactionNew PropertyFurnishingUnfurnishedSocietyNyati EmeraldBathroom2Balcony2
Nyati Emerald,₹1.75 Cr ,"3 BHK Apartment for Sale in Nyati Emerald, Baner Pune",Carpet Area1213 sqftUnder ConstructionPoss. by May '27TransactionNew PropertyFurnishingUnfurnishedSocietyNyati EmeraldBathroom3Balcony2
Lodha Massimo,₹7.84 Cr ,"5 BHK Apartment for Sale in Lodha Massimo, Baner Pune",Carpet Area3673 sqftUnder ConstructionPoss. by Jun '29TransactionNew PropertyFurnishingUnfurnishedSocietyLodha MassimoBathroom5Balcony3
ANP Privado,₹7.50 Cr ,"4 BHK Apartment for Sale in ANP Privado, Baner Pune",Carpet Area3000 sqftUnder ConstructionPoss. by Sep '31TransactionNew PropertyFurnishingUnfurnishedSocietyANP PrivadoBathroom4Balcony2
Lodha Massimo,₹6.58 Cr ,"5 BHK Apartment for Sale in Lodha Massimo, Baner Pune",Carpet Area3085 sqftUnder ConstructionPoss. by Jun '27TransactionNew PropertyFurnishingUnfurnishedSocietyLodha MassimoBathroom5Balcony5
Utsav Homes The Address,₹2.20 Cr ,"3 BHK Apartment for Sale in Utsav Homes The Address, Baner Pune",Carpet Area1350 sqftUnder ConstructionPoss. by Dec '26TransactionNew PropertyFurnishingUnfurnishedSocietyUtsav Homes The AddressBathroom3Balcony1
Kumar Parth Towers,₹1.08 Cr ,"2 BHK Apartment for Sale in Kumar Parth Towers, Baner Pune",Carpet Area796 sqftUnder ConstructionPoss. by Dec '26TransactionNew PropertyFurnishingUnfurnishedSocietyKumar Parth TowersBathroom2Balcony1
Kalpataru Jade Skyline,₹1.92 Cr ,"3 BHK Apartment for Sale in Kalpataru Jade Skyline, Baner Pune",Carpet Area1189 sqftUnder ConstructionPoss. by Jun '26TransactionNew PropertyFurnishingUnfurnishedSocietyKalpataru Jade SkylineBathroom3Balcony3
Nyati Emerald,₹1.75 Cr ,"3 BHK Apartment for Sale in Nyati Emerald, Baner Pune",Carpet Area1213 sqftUnder ConstructionPoss. by May '27TransactionNew PropertyFurnishingUnfurnishedSocietyNyati EmeraldBathroom3Balcony2
Nyati Emerald,₹1.75 Cr ,"3 BHK Apartment for Sale in Nyati Emerald, Baner Pune",Carpet Area1213 sqftUnder ConstructionPoss. by May '27TransactionNew PropertyFurnishingUnfurnishedSocietyNyati EmeraldBathroom3Balcony2
,₹1.62 Cr ,3 BHK Apartment for Sale in Sarjapur Road Bangalore South,Super Area1595 sqftTransactionNew PropertyFurnishingUnfurnishedBathroom2Balcony1
Mana Jardin Neo,₹4.84 Cr ,4 BHK Apartment for Sale in Sarjapur Road Bangalore South,Super Area3297 sqftUnder ConstructionPoss. by Dec '32TransactionNew PropertyFurnishingUnfurnishedBathroom4Balcony2
LTG Aishwarya Indraprastha,₹76 Lac ,  Plot/Land for Sale in Mysore Road Bangalore South,Plot Area2400 sqftTransactionNew Property
Everfine Straatosphere,₹8.38 Cr ,3 BHK Villa for Sale in J P Nagar Bangalore South,Super Area3456 sqftUnder ConstructionPoss. by Nov '28TransactionNew PropertyFurnishingUnfurnishedCar Parking1 OpenBathroom3Balcony3
Nambiar District 25 Phase 1,₹4.08 Cr ,4 BHK Apartment for Sale in Anekal Bangalore South,Super Area2995 sqftUnder ConstructionPoss. by Dec '30TransactionNew PropertyFurnishingUnfurnishedBathroom4Balcony1
Lodha Azur,₹1.69 Cr ,2 BHK Apartment for Sale in Bannerghatta Main Road Bangalore South,Super Area1248 sqftUnder ConstructionPoss. by Dec '30TransactionNew PropertyFurnishingUnfurnishedBathroom2Balcony1
Pragathi Amber,₹1.13 Cr ,3 BHK Apartment for Sale in Electronic City Bangalore South,Super Area1550 sqftTransactionNew PropertyFurnishingUnfurnishedBathroom3Balcony2
Vedanth Suraksha Courtyard ,₹1.95 Cr ,3 BHK Apartment for Sale in Gottigere Bangalore South,Super Area1760 sqftUnder ConstructionPoss. by Dec '29TransactionNew PropertyFurnishingUnfurnishedBathroom3Balcony3
Adarsh Welkin Park,₹1.49 Cr ,3 BHK Apartment for Sale in Sarjapur Road Bangalore South,Super Area1368 sqftUnder ConstructionPoss. by Mar '30TransactionNew PropertyFurnishingUnfurnishedBathroom3Balcony3
Fortune Seven Sarjapur,₹1.54 Cr ,4 BHK Apartment for Sale in Sarjapura Bangalore South,Super Area1912 sqftUnder ConstructionPoss. by Mar '30TransactionNew PropertyFurnishingUnfurnishedBathroom3Balcony3
JRC Palladio,₹3.76 Cr ,4 BHK Villa for Sale in Sarjapur Road Bangalore South,Super Area3327 sqftTransactionNew PropertyFurnishingUnfurnishedCar Parking1 OpenBathroom4Balcony4
Aratt Alchemy Elixir,₹1.30 Cr ,3 BHK Apartment for Sale in Electronic City Bangalore South,Super Area1342 sqftUnder ConstructionPoss. by Sep '26Floor10 out of 17TransactionNew PropertyFurnishingUnfurnishedfacingWestOwnershipFreeholdCar Parking1 CoveredBathroom2Balcony2
Purva Silversky,₹2.60 Cr ,3 BHK Apartment for Sale in Electronic City Bangalore South,Super Area1850 sqftUnder ConstructionPoss. by Jul '30TransactionNew PropertyFurnishingUnfurnishedBathroom3Balcony3
Meridian Park at The Prestige City,₹2.35 Cr ,3 BHK Apartment for Sale in Sarjapur Road Bangalore South,Super Area1868 sqftUnder ConstructionPoss. by Dec '26TransactionNew PropertyFurnishingUnfurnishedBathroom3Balcony3
Roach Cicada,₹4.32 Cr ,4 BHK Apartment for Sale in Sarjapur Road Bangalore South,Super Area2954 sqftUnder ConstructionPoss. by Dec '29TransactionNew PropertyFurnishingUnfurnishedBathroom5Balcony3
NVT A Wonderful World Phase I,₹3.99 Cr ,4 BHK Villa for Sale in Sarjapur Road Bangalore South,Super Area2368 sqftUnder ConstructionPoss. by Dec '30TransactionNew PropertyFurnishingUnfurnishedCar Parking1 OpenBathroom4Balcony4
Lodha Haven,₹5.35 Cr ,"4 BHK Apartment for Sale in Hosa Road, off Hosur Road Bangalore South",Super Area2400 sqftUnder ConstructionPoss. by Mar '29TransactionNew PropertyFurnishingUnfurnishedBathroom4Balcony4
Aspen Greens At The Prestige City,₹6.83 Cr ,4 BHK Villa for Sale in Sarjapur Road Bangalore South,Carpet Area2411 sqftTransactionNew PropertyFurnishingUnfurnishedCar Parking1 OpenBathroom4Balcony2
Nambiar District 25,₹3.09 Cr ,4 BHK Apartment for Sale in Sarjapur Road Bangalore South,Super Area2512 sqftUnder ConstructionPoss. by Aug '30TransactionNew PropertyFurnishingUnfurnishedBathroom4Balcony4
Sobha Infinia Phase 2,₹3.89 Cr ,3 BHK Apartment for Sale in Hsr Layout Bangalore South,Carpet Area1273 sqftUnder ConstructionPoss. by Dec '30TransactionNew PropertyFurnishingUnfurnishedBathroom3Balcony1
Mana Jardin Neo,₹10.56 Cr ,5 BHK Apartment for Sale in Sarjapur Road Bangalore South,Super Area7161 sqftUnder ConstructionPoss. by Dec '32TransactionNew PropertyFurnishingUnfurnishedBathroom5Balcony3
Prestige Smart City,₹7.19 Cr ,4 BHK Villa for Sale in Sarjapur Road Bangalore South,Super Area3593 sqftTransactionNew PropertyFurnishingUnfurnishedCar Parking1 OpenBathroom4Balcony4
Aspen Greens At The Prestige City,₹6.87 Cr ,4 BHK Villa for Sale in Sarjapur Road Bangalore South,Carpet Area2428 sqftTransactionNew PropertyFurnishingUnfurnishedCar Parking1 OpenBathroom4Balcony2
Mana Dale,₹2.34 Cr ,4 BHK Apartment for Sale in Sarjapur Road Bangalore South,Super Area2145 sqftUnder ConstructionPoss. by Jun '27TransactionNew PropertyFurnishingUnfurnishedBathroom4Balcony3
Sobha Madison Heights Townpark Phase 1 W5 To 7,₹1.75 Cr ,2 BHK Apartment for Sale in Anekal Bangalore South,Super Area1240 sqftUnder ConstructionPoss. by Dec '30TransactionNew PropertyFurnishingUnfurnishedBathroom2Balcony1
DSR The Courtyard,₹1.71 Cr ,3 BHK Apartment for Sale in Sarjapur Road Bangalore South,Super Area1608 sqftUnder ConstructionPoss. by May '26TransactionNew PropertyFurnishingUnfurnishedBathroom3Balcony1
Urbanrise Paradise On Earth,₹5.03 Cr ,5 BHK Villa for Sale in Kanakapura Road Bangalore South,Super Area2725 sqftStatusReady to MoveTransactionNew PropertyFurnishingUnfurnishedCar Parking1 OpenBathroom4Balcony3
NVT Symphony of Orchards,₹5.28 Cr ,4 BHK Villa for Sale in Sarjapur Road Bangalore South,Super Area3519 sqftTransactionNew PropertyFurnishingUnfurnishedCar Parking1 OpenBathroom5Balcony4
Trendsquares Synergy,₹1.61 Cr ,4 BHK Apartment for Sale in Sarjapur Road Bangalore South,Super Area1715 sqftUnder ConstructionPoss. by Sep '28TransactionNew PropertyFurnishingUnfurnishedBathroom2Balcony2
Eaton Park at The Prestige City,₹3.15 Cr ,4 BHK Apartment for Sale in Sarjapur Road Bangalore South,Super Area2492 sqftUnder ConstructionPoss. by Jun '30TransactionNew PropertyFurnishingUnfurnishedBathroom4Balcony4
,₹4.68 Cr ,4 BHK Apartment for Sale in Marathahalli Bangalore Central,Super Area3115 sqftTransactionNew PropertyFurnishingUnfurnishedBathroom4Balcony4
Sumadhura Solace,₹3.78 Cr ,4 BHK Apartment for Sale in Marathahalli Bangalore Central,Super Area2270 sqftUnder ConstructionPoss. by Dec '29TransactionNew PropertyFurnishingUnfurnishedBathroom4Balcony2
HM Grandeur,₹7.57 Cr ,3 BHK Apartment for Sale in Pulikeshi Nagar Bangalore Central,Super Area3096 sqftTransactionNew PropertyFurnishingUnfurnishedBathroom3Balcony3
Prestige North Point,₹2.44 Cr ,2 BHK Apartment for Sale in Kammanahalli Bangalore Central,Super Area1253 sqftTransactionNew PropertyFurnishingUnfurnishedBathroom1Balcony2
Heriitage Signature,₹2.39 Cr ,3 BHK Apartment for Sale in Shanti Nagar Bangalore Central,Super Area2275 sqftTransactionNew PropertyFurnishingUnfurnishedBathroom3Balcony3
Sumadhura Solace,₹3.78 Cr ,4 BHK Apartment for Sale in Marathahalli Bangalore Central,Super Area2270 sqftUnder ConstructionPoss. by Dec '29TransactionNew PropertyFurnishingUnfurnishedBathroom4Balcony2
DNR Arista,₹3.62 Cr ,"4 BHK Apartment for Sale in Bellandur, Outer Ring Road Bangalore Central",Super Area2025 sqftTransactionNew PropertyFurnishingUnfurnishedBathroom4Balcony3
Phoenix Kessaku,₹26.89 Cr ,4 BHK Apartment for Sale in Rajajinagar Bangalore Central,Super Area6559 sqftTransactionNew PropertyFurnishingUnfurnishedBathroom4Balcony3
Sumadhura Solace,₹4.47 Cr ,4 BHK Apartment for Sale in Marathahalli Bangalore Central,Super Area2720 sqftUnder ConstructionPoss. by Dec '29TransactionNew PropertyFurnishingUnfurnishedBathroom4Balcony2
Adarsh Lakefront,₹4.24 Cr ,"3 BHK Apartment for Sale in Bellandur, Outer Ring Road Bangalore Central",Carpet Area1639 sqftTransactionNew PropertyFurnishingUnfurnishedBathroom3Balcony2
Century Mirai Phase I,₹4.86 Cr ,4 BHK Apartment for Sale in Marathahalli Bangalore Central,Super Area3115 sqftTransactionNew PropertyFurnishingUnfurnished
Sobha Rajvilas,₹4.14 Cr ,3 BHK Apartment for Sale in Rajajinagar Bangalore Central,Super Area1982 sqftTransactionNew PropertyFurnishingUnfurnishedBathroom4Balcony2
Assetz 63 Degree East,₹138.73 Cr ,2 BHK Apartment for Sale in RMV Extension Stage 2nd RMV Bangalore Central,Super Area1159 sqftTransactionNew PropertyFurnishingUnfurnishedBathroom2Balcony2
TVS Emerald Cascadia,₹15.23 Cr ,4 BHK Apartment for Sale in Mission Road Bangalore Central,Super Area5244 sqftUnder ConstructionPoss. by Aug '30TransactionNew PropertyFurnishingUnfurnishedBathroom4Balcony4
Sumadhura Solace,₹3.78 Cr ,4 BHK Apartment for Sale in Marathahalli Bangalore Central,Super Area2270 sqftUnder ConstructionPoss. by Dec '29TransactionNew PropertyFurnishingUnfurnishedBathroom4Balcony2
Sobha Rajvilas,₹4.53 Cr ,4 BHK Apartment for Sale in Rajajinagar Bangalore Central,Super Area2171 sqftTransactionNew PropertyFurnishingUnfurnishedBathroom4Balcony2
Adarsh Lakefront,₹2.46 Cr ,"2 BHK Apartment for Sale in Bellandur, Outer Ring Road Bangalore Central",Carpet Area882 sqftTransactionNew PropertyFurnishingUnfurnishedBathroom2Balcony1
Puravankara Orient Grand,₹8.75 Cr ,4 BHK Apartment for Sale in Lal Bagh Main Road Bangalore Central,Super Area3320 sqftTransactionNew PropertyFurnishingUnfurnishedBathroom5Balcony3
Sumadhura Solace,₹3.78 Cr ,4 BHK Apartment for Sale in Marathahalli Bangalore Central,Super Area2270 sqftUnder ConstructionPoss. by Dec '29TransactionNew PropertyFurnishingUnfurnishedBathroom4Balcony2
Adarsh Lakefront,₹4.24 Cr ,"3 BHK Apartment for Sale in Bellandur, Outer Ring Road Bangalore Central",Carpet Area1639 sqftTransactionNew PropertyFurnishingUnfurnishedBathroom3Balcony2
,₹4.43 Cr ,4 BHK Apartment for Sale in Stage 2nd Banashankari Bangalore Central,Super Area2567 sqftUnder ConstructionPoss. by Jun '30TransactionNew PropertyFurnishingUnfurnishedCar Parking1 CoveredBathroom4
,₹1.84 Cr ,"3 BHK Apartment for Sale in Bellandur, Outer Ring Road Bangalore Central","Carpet Area1290 sqftUnder ConstructionPoss. by Dec '27Floor7 out of 17TransactionNew PropertyFurnishingUnfurnishedfacingEastoverlookingGarden/Park, Pool, Main RoadOwnershipFreeholdCar Parking1 CoveredBathroom3Balcony2"
Shapoorji Pallonji Parkwest Phase 2,₹1.95 Cr ,2 BHK Apartment for Sale in Binny Pete Bangalore Central,"Carpet Area1018 sqftStatusReady to MoveFloor3 out of 30TransactionResaleFurnishingSemi-FurnishedfacingWestoverlookingGarden/Park, Pool, Main RoadOwnershipFreeholdCar Parking1 CoveredBathroom2Balcony1"
